"Gene"	"padj"	"pvalue"	"lfcSE"	"stat"	"log2FoldChange"	"baseMean"
"LOC105374382"	0.0107483607636987	0.000129102867479279	0.841610132503761	3.82816372654188	3.221821381141	14.6053212950687
"EFNB3"	0.0108571539176238	0.0001309622087987	0.777540874076327	-3.82464207208944	-2.97381553976152	68.1002250393273
"GXYLT2"	0.0108749600287673	0.000131799512668786	0.655204175903973	-3.82307155188432	-2.50489244557429	56.5749690988001
"SHLD2P3"	0.0108749600287673	0.000132283970219635	0.311623333335224	3.82216714914223	1.19107646758009	567.762533365414
"GPC3"	0.010919293323255	0.000133378990104906	1.09883404641407	-3.82013437217398	-4.19769371002142	2205.18980971194
"ATP8A2"	0.0113438296415843	0.000139142047212023	0.673899577413022	3.80968839478186	2.56734739931879	728.070318487621
"SNAP91"	0.011707224543585	0.000144195253437885	0.63790597246541	3.80085915012157	2.42459075236235	254.520113392534
"CLMP"	0.0118175334703818	0.000146155366108651	0.514927234205277	3.79751257200877	1.95544264556424	4719.81991306504
"GAS1"	0.0119715082554677	0.000148668974670915	0.691216476477755	3.7932822998897	2.62197922561519	6964.24457429617
"SERPINB8"	0.0120412254714342	0.000150147609960372	0.3478937566532	3.79082518448947	1.3188044142476	563.688145270672
"PSAP"	0.0123354066515993	0.00015444371113057	0.36432604870333	3.78381327458971	1.37854173936248	49771.1924594018
"LOC105373170"	0.0124238811490382	0.000156351133009394	1.10541973626941	3.78075874026469	4.17932532956166	93.3384748367582
"IGFBP1"	0.0124238811490382	0.000156816089421899	1.38389709712023	3.78001947977577	5.23115798511963	139236.416711926
"NAALADL2"	0.0126378248331233	0.000160802942196703	0.377941359872093	-3.77376391127898	-1.426261464465	255.504469419855
"SLC5A3"	0.0126378248331233	0.000160464325617535	0.513110679955436	3.77428951269696	1.93662825820861	5993.19065219865
"GREB1L"	0.0126748733395883	0.000161919442601621	0.538121365985987	3.7720382249877	2.02981436218174	893.698855337637
"ANK2"	0.0127383746081431	0.000163378990291738	0.513641448325761	-3.76979912559916	-1.93632508276994	161.170078920852
"ELMOD1"	0.0134367714847641	0.000173020316858984	0.646440883301844	3.75546445484812	2.4276857594007	49.5498125683213
"TRIM67"	0.0136953068270013	0.000177046413581959	0.80871982691398	3.74969976383588	3.03245654398875	232.871631189846
"ITGBL1"	0.0136956413408978	0.000177747788168208	1.2856472216336	-3.74870814104745	-4.81951620625292	70.8545170973255
"CCDC136"	0.0140198567110532	0.000182669142815025	0.500004381133224	-3.74185192530145	-1.87094235620251	50.0032619120723
"ACTR3C"	0.014107831118557	0.000185969475758665	0.42075330800863	-3.73735066515186	-1.5725026555509	181.35779482421
"CRYGN"	0.014107831118557	0.000185665231351176	0.760686551912467	3.73776246271077	2.84326563962731	324.492152094395
"SCO2"	0.014107831118557	0.000184596026691742	0.434023055730803	3.7392146899634	1.62290538577142	295.536863460124
NA	0.0141581965995743	0.000187353985947136	0.427878524243301	3.73548468003226	1.59833367222566	54.5706108694788
"LITATS1"	0.0142859354716883	0.000191535338637968	0.439206356809031	3.72992689044861	1.63820760071797	77.8766070011082
"CARHSP1"	0.0142859354716883	0.000190691115033946	0.273904127541208	3.73103976956864	1.02194719290525	1753.00737784814
"EMP3"	0.0142859354716883	0.000191952716028386	0.501258016008316	3.7293783938092	1.86938081462508	1506.11987930144
"FPR1"	0.0142859354716883	0.000189782463648946	0.532031863909323	3.73224276518764	1.98567207492487	395.088860847972
"LPL"	0.0144986996879414	0.000195549441027303	0.494943352611351	3.72469766302877	1.84351434880312	268.121912508688
"SNX25"	0.0145525498373298	0.000197446781054879	0.390748840524752	3.72226098669538	1.45446916468174	1220.20626382553
NA	0.0145525498373298	0.000197757064666483	0.40660794416718	3.72186459674194	1.51333971214985	162.59629956909
"LINC01460"	0.014710744200538	0.00020065550925001	0.746177399768425	3.71818977646661	2.7744291792494	18.8703543409114
"FADS3"	0.0147484571683429	0.000201920550604857	0.405384193266363	3.7166014916702	1.50665149739328	2312.40349941647
"CFHR1"	0.0149383235348578	0.000206040598429686	1.05254587550246	3.71149271551577	3.90651634967354	90.3123367578842
"KCNK3"	0.0149383235348578	0.000205896989143581	0.448332229964607	3.71166916752214	1.66406091476608	2096.76854570948
"SLC22A3"	0.0149868932278788	0.000207473277584641	0.534569656519696	-3.70973868708222	-1.98311373573137	398.226607041539
"BEST1"	0.0152265544694809	0.000212340997793046	0.565890794542493	3.703862961127	2.09598195394867	22429.1044709142
"MCOLN1"	0.0155337600806397	0.000217415717741038	0.3167126093493	3.69787053854565	1.17116222729869	841.218497135176
"SLC9A2"	0.0155462484782317	0.000218381747760177	1.21115854273229	-3.6967447126743	-4.47734393905592	30.116011997079
"SV2A"	0.0156918233429938	0.000226017203077527	0.729964451185894	-3.68800726016736	-2.69211419563766	43.9171864186148
"UXS1"	0.0156918233429938	0.000223433962774396	0.274738369945317	3.69093189315841	1.01404061190553	1425.80249942931
"IGFBP3"	0.0156918233429938	0.000222675443273226	0.773623771346276	3.69179668544503	2.85606167483767	58522.5085008891
"ENOX1"	0.0156918233429938	0.000225423313831557	0.637094440190289	-3.68867684792734	-2.35003551147315	27.9299017533008
"TMEM97"	0.0156918233429938	0.000224575926063473	0.351419676911989	-3.68963511826563	-1.29661038118404	266.385365327873
"AXL"	0.0156918233429938	0.000223414165076748	0.536215836565733	3.69095442957316	1.97914821717957	4511.03082951753
"LILRB3"	0.0156918233429938	0.000224001544300417	0.7994067702996	3.69028659108314	2.95004008525769	273.418469483431
"KCNIP3"	0.0159468568486056	0.000231313833563344	0.528866713795465	-3.68210749452999	-1.94734409047373	46.5042103758797
"SHISA6"	0.0159468568486056	0.000231039353604838	1.25240980490025	-3.68241009979419	-4.61188651464594	75.949475194103
"OTUB2"	0.0163474072015061	0.00023795594766036	0.702655851312467	-3.67488566950345	-2.58217991858093	224.190667886932
"MIR3606"	0.0164042430134492	0.000240407199681459	0.729847217655369	-3.67226818133593	-2.68019471463237	1927.58880595558
"TGM1"	0.0164042430134492	0.000242122886497367	0.679233072897437	3.67045099661168	2.49309170934801	129.101313132832
"TNFAIP2"	0.0164042430134492	0.000241220342129102	0.449480701846028	3.67140542289665	1.6502258862449	9303.95661799851
"CD80"	0.0164310062060846	0.000243354173756648	1.16571120439449	3.66915429851129	4.27717427642682	78.5596453987063
"FAP"	0.0164715403368976	0.000244792842954708	0.567482514094565	3.66764697581243	2.08132552664536	3151.24015841221
"MLLT11"	0.016562086432136	0.000246981439567175	0.479081543513159	3.66536980047577	1.75601102155845	258.511264727456
"FCGRT"	0.0166945391571833	0.000249806316786028	0.327492927136649	3.66245841266851	1.19942922608106	2678.25826325444
"GINS3"	0.0168724771647195	0.000253327604010192	0.374498841464688	-3.658872219225	-1.37024340716709	156.152155959518
"PLD1"	0.0170759424894109	0.00025782366887506	0.476728469694514	3.6543606278049	1.74213774980531	1430.91517389921
"GCNT1"	0.0170759424894109	0.000258123226026438	0.374876549381462	3.65406266381911	1.36982240263614	1357.52084010315
"MAP2K6"	0.0170759424894109	0.000258989762919607	0.509656137078481	-3.65320255750271	-1.86187710342206	151.123644937337
"ADH1A"	0.0171617973557113	0.000261165381176592	0.829687025295455	-3.65105491926637	-3.02923289515645	8.87700635359994
"IFI44"	0.0171663927986528	0.00026210901056575	0.624190231615425	3.65012863674145	2.27837463919374	1548.52289528191
"LOC105376958"	0.0173550215667817	0.000265872429336385	0.789231674603403	3.64646523465552	2.87790586353026	215.437524295556
"RASGRP2"	0.0173721956223721	0.000267019700628886	0.632098978213607	3.64535811940616	2.30422714249931	2318.77192196733
"TIMP4"	0.0174087842523295	0.00026846812034079	0.700340559006825	3.64396674739625	2.55201770887377	55.292109073928
"CHST6"	0.0174680676733705	0.00027027140536974	1.11925459103508	-3.64224428743384	-4.07659864038161	32.1406012213346
"LDLR"	0.0175925345742967	0.000273092581695872	0.348272946281167	3.63957104886858	1.2675641323891	3764.0726836012
"SYN3"	0.0176605729806948	0.000275047604442824	0.630005066817859	3.63773368529285	2.2917906534685	306.883273112757
"SPAG17"	0.0179002576954666	0.000279691526491666	0.326104120531638	-3.63341784757391	-1.18487253170704	93.6239215240552
"KCNK12"	0.0180228167590733	0.000282915482503917	0.958679568893245	3.63046097320603	3.48044876067691	129.294634257857
"IL1RN"	0.0180228167590733	0.000283441081970362	1.15408220174294	3.62998191156808	4.18929751678954	169.337889779747
"CD59"	0.0180268932964412	0.000284457943195558	0.40758835169848	3.62905744386356	1.47916154176345	23876.5165429553
"LOC107985216"	0.0183058736482583	0.000290687733013874	0.722914498727004	-3.62346039380773	-2.61945205424666	152.274888130193
"C1orf162"	0.0186437669209061	0.000297951079660246	0.568839349603498	3.6170749234093	2.05753454689927	600.329817162358
"CADM3"	0.0187681995058619	0.000302805336082972	1.2327440493256	-3.61288815590095	-4.45376637506581	112.38508797684
"ABLIM2"	0.0189713050240499	0.000307047791004065	0.936982739783563	3.60928021890335	3.38183326815468	472.012751455415
"XK"	0.0191536896123188	0.000311273035092504	0.87470378078567	-3.60573301802448	-3.15394830336973	29.3414851404654
"CCDC8"	0.0192813958398811	0.000315010589607178	0.367158622358935	-3.60263262248485	-1.32273763053689	260.528117254708
"TPD52L1"	0.0194068778129931	0.000319036112255536	0.551906883704165	-3.59933163540183	-1.98649590631244	356.242198159347
"CSGALNACT2"	0.0194068778129931	0.000318205255250051	0.436441378394813	3.60000974443256	1.5711932150949	1661.0835614251
"DEPP1"	0.0197492211258518	0.000327679462898397	0.41273269745293	3.59237371557762	1.48269009388936	5828.66715150531
"ACSM3"	0.0197492211258518	0.00032669423838901	0.732827735104239	-3.59315809176115	-2.63316590625679	656.374734885979
"CDC6"	0.0197492211258518	0.000327155559109775	0.453855525131296	-3.59279054089025	-1.6306078376225	214.434816114358
"LOC105373791"	0.0199070538763982	0.000331311411725478	0.752131948624015	-3.58950111679685	-2.69977846956449	1922.56085705487
"LOC101927798"	0.0199843801809686	0.000334632587517236	1.04394413336293	3.58689999395744	3.74452320565141	12.5973924436467
"SCUBE1"	0.0199843801809686	0.00033393052988899	0.650320713041954	3.58744782106434	2.33299162499536	711.495445620399
"APH1B"	0.0201014093034593	0.000338321451204861	0.286690555968726	3.58403906503308	1.02751015216797	578.82063218727
"PMEPA1"	0.0201014093034593	0.000338638359092275	0.697732976876204	3.58379464768271	2.50053170804066	867.089242208908
"SLC25A10"	0.0201770313424878	0.00034093925110474	0.456471778911355	-3.5820264594442	-1.63509399005004	99.8188306380333
"SDS"	0.020775893228599	0.000352115861417115	0.98915898552269	3.57359317858657	3.53485180320149	62.1440480794038
"LRBA"	0.0209651917995685	0.000359452523229069	0.366276520613903	-3.5681923985696	-1.30694509662905	1231.55348638463
"FXYD6"	0.0209651917995685	0.000358814463166316	0.599404797071062	-3.56865798491234	-2.1390707152624	239.358117317702
"KRT17"	0.0209651917995685	0.000359592306415645	1.60328438029994	3.56809050331903	5.72066377146795	604.959192296864
"PLXNB3-AS1"	0.0209651917995685	0.000359123085385446	0.764992906341718	3.56843268963219	2.72982569432652	12.1872562820738
"MMP19"	0.0210327225113353	0.00036182106111723	0.45572899404799	3.56647083162295	1.62534416439702	2306.13225648461
"COL8A1"	0.0212696628430496	0.000368062162389905	0.790922421882153	3.56198446893019	2.81725338287288	51.9511142708463
"CCL4L2"	0.0215664275694403	0.0003742951853206	0.62430545859382	3.55757434511555	2.22101308300897	102.671488198818
"UCN2"	0.021581858674685	0.000375661424406672	0.963555507236591	3.55661685324513	3.42699775607482	20.1125448330258
"FTH1"	0.0218342952716862	0.000381166697790532	0.591850212022793	3.55279132717388	2.1027203002606	32578.2314045498
"MTF1"	0.0219243347249609	0.000383854394614543	0.80923434317704	-3.55094241365525	-2.8735445517738	3662.14405946979
"AP1S3"	0.0223607140966875	0.000397184915499997	0.79394791406382	-3.54194723527023	-2.81212161916691	153.170562394586
"C15orf48"	0.023153864707514	0.000414808651111815	0.916029403550207	3.53047854841514	3.23402215895152	391.584148258903
"LOC105371824"	0.02324330269919	0.000417593946091921	0.927975757763327	-3.52870779989586	-3.27455529453372	20.1152904511697
"GPR17"	0.0233348997383101	0.000422802540046742	0.371269624873125	3.52542583906245	1.30888352878674	131.736307050007
"NFKBIE"	0.0233348997383101	0.000421950648892894	0.442649974821129	3.52596002823605	1.560766117719	233.594352000008
"RAB18"	0.0234991213390309	0.000426974059346195	0.392329912834086	3.52282445874317	1.38210941282849	4431.89851530925
"LHFPL3-AS2"	0.0236057290406193	0.000430112530361446	0.97078599132213	-3.52088288922396	-3.41802378594441	31.780417265788
"APOA1-AS"	0.0240006010617413	0.000438528897657019	1.0283423122226	3.51574079239329	3.61538501562501	683.565071699868
"GPRC5A"	0.0242511589854184	0.000444341268055304	1.0604209174701	3.51224315205098	3.72445610567596	1414.65315541642
"PAPSS2"	0.0243065552777282	0.000447830466741532	0.468196810486367	3.51016395592958	1.64344756845044	3539.83309001517
"KLHDC7B-DT"	0.0243065552777282	0.000447815992246094	0.992430284254013	3.51017254993419	3.48360154151182	8.75716025810014
"PTPRE"	0.0244213902125459	0.000453675052299433	0.304520666959967	3.50671483412518	1.06786714012621	1268.05033209876
"MOSPD1"	0.0244213902125459	0.000451953709300026	0.405505734157887	3.50772633830696	1.42240314404012	606.388222671935
"STEAP4"	0.0247215770394249	0.000460536435314185	0.534252720693512	-3.50271818418169	-1.8713367197217	2100.52322939856
"AMZ1"	0.0249164642794766	0.000468526274300872	0.730288802624618	3.49813365398968	2.554647837593	610.153745081938
"RIGI"	0.0249164642794766	0.000467057024576742	0.313075317838336	3.49897120104444	1.09544152087417	861.062216686056
"MMP27"	0.0249164642794766	0.000469212733275975	1.23086368950356	3.49774317699873	4.30524507177658	92.4614551163097
"SLIT2"	0.0257253613880108	0.000488373361040718	1.11014909716228	-3.48705365877065	-3.87114947104067	277.124965607661
"CD68"	0.0257253613880108	0.000488163578511455	0.628493858033599	3.48716856075244	2.19166402236077	9904.67301132045
"LOC105377123"	0.0257648834381399	0.000490434975868501	1.23528545048523	-3.48592691447985	-4.30611479891183	50.8722846228851
"CXCL10"	0.0260228400976672	0.000496669637450387	0.902875470042996	3.4825461321403	3.1443054760026	290.326066924771
"NFASC"	0.0262619780056969	0.000502594513188094	0.69903506459096	3.47936980575152	2.43220149689935	3039.1249980344
"ANXA2P2"	0.0262619780056969	0.000503907049478203	0.336791691856113	3.47867088052437	1.1715874512624	1747.98562491109
"LOC101927401"	0.0263499611980152	0.000507385037445101	1.05036123291845	-3.47682702762029	-3.65192432337544	36.2661024203342
"TTC7A"	0.0263499611980152	0.000509618549228715	0.346588055140504	3.47564913589021	1.20461847435896	1159.85166047404
"ARHGAP19-SLIT1"	0.0263499611980152	0.00050867936849237	0.360078982799652	-3.47614384607549	-1.25168634016013	43.514744902305
"FREM2"	0.0263858911218086	0.000511656378125462	0.896309739051295	-3.47457863273756	-3.1142986676222	440.550237653983
"IL20RB"	0.0264150683511333	0.000513566577266536	0.477670158644212	3.47357877818955	1.65922492604097	72.6893543227899
"MAG"	0.0265589327528947	0.000517715352420534	1.18304891849881	3.47141907356016	4.1068585806315	10.2713411395604
"OBSCN"	0.0266820796236868	0.000522529495978964	0.686042733047328	-3.46893312953162	-2.37983636494229	531.94954840909
"CD200"	0.0266820796236868	0.000522831873733684	0.673117000070873	-3.4687777000575	-2.33489323937545	805.852485193468
"FAM83G"	0.0268738354163055	0.000527957067930269	0.320024964843739	3.46615589162021	1.10925641735868	367.728959105757
"PPP1R9A"	0.0270839792073917	0.000533463963419207	0.600477985594387	-3.46336512529893	-2.07967451381735	313.846739089531
"HSD11B1"	0.0271745330006975	0.000536630639468171	0.919723250740129	3.46177246030908	3.18387262051812	958.892192064912
"PLEKHH1"	0.0272513275604686	0.000539534121591119	0.852018011104928	-3.4603198442765	-2.94825483150738	1591.72956046232
"DRC7"	0.0276207026792442	0.000548252954239883	0.93093064634705	-3.4560011636235	-3.21729739702818	9.48331547599829
"ATOX1"	0.0277350548688823	0.000553345964403597	0.333968797724861	3.4535079641041	1.15336390270508	395.763892633696
"EPHA6"	0.0282835828971622	0.000565729238527318	1.06499019344003	-3.44753398007336	-3.67158988032941	28.6966422200924
"PXDN"	0.0288770341408208	0.00057906919032387	0.359170290651667	3.44123321719582	1.23598873482039	6777.63754596855
"IGSF11"	0.0290494743702929	0.000584069794718691	0.914618732815541	-3.43890609584048	-3.14528793564926	39.0989140015494
"C2orf15"	0.0294792326652126	0.000595646140476863	0.559885677987661	-3.43358921841268	-1.92241742748211	19.571650781224
"LINC01806"	0.0294843517625288	0.000597250203658717	0.662300631755763	-3.43286009225012	-2.2735854078264	25.0457162706374
"SERPINE1"	0.0297555759507966	0.000606278769410512	1.10919401184618	3.42878985147571	3.80319317113582	48849.2850040339
NA	0.0297555759507966	0.000607287558849219	0.442414152144738	3.42833858023068	1.51674550623785	81.4274689830434
"CIMAP1B"	0.0301008458688767	0.000617398253519815	0.508319836398323	3.42385380500641	1.74041280601263	422.809849519556
"LOC101929532"	0.0302785894284293	0.000622736957788743	0.633463423932287	3.42151322718568	2.16740348392265	405.739688600947
"ABCC8"	0.0302785894284293	0.000624126054484622	1.20734020311705	-3.42090728494217	-4.13019889624669	109.499942660875
"C1orf21"	0.030659080554769	0.000637470839297018	0.332298939258005	-3.41514919679382	-1.13485045550241	923.033273362713
"APOO"	0.030659080554769	0.000638210705766517	0.714263859681169	3.41483324543538	2.43909197405225	1200.22745521826
"CLEC5A"	0.0311939881458711	0.000650933180975528	1.63322804641887	3.40945289486828	5.56841409084289	717.358309957236
"FCGR3A"	0.0312863686768816	0.000656302519190727	0.711217017770377	3.40721149035908	2.42326679508615	3962.00329490655
"COL3A1"	0.0312863686768816	0.000657637940938117	0.747110128998741	-3.40665667337924	-2.54514770670279	74054.3839393667
"SCPEP1"	0.0312863686768816	0.000656931780529553	0.477317281556403	3.40694992552818	1.6261960768519	1501.65830214648
"CNN3"	0.031300995539049	0.00066187040646272	0.368093539485526	-3.40490514073422	-1.25332358486532	1982.5993408575
"DPT"	0.031300995539049	0.00066094909186786	0.838843848928735	3.40528552222629	2.8565028141656	371.054691272778
"COL26A1"	0.031300995539049	0.000662724661250222	1.17136129539078	3.40455288573568	3.98796147846178	199.834337796415
"CTSL"	0.0315509232274582	0.000669622098221198	0.600306631210892	3.40172406992019	2.04207751672279	19164.6213777095
"SLC26A7"	0.0316062912252071	0.000672405829200762	1.18074287331848	-3.40059005733868	-4.01522247528033	132.160591802568
"C2CD4D-AS1"	0.032182289544026	0.000687935749617821	0.786326786021487	-3.39434259002907	-2.66906249947341	56.7703423919127
"BCL2A1"	0.0322519270011002	0.000691065821837499	1.17263787255837	3.39309929840569	3.97887674266174	172.992794649591
"LRFN5-DT"	0.0325635947553318	0.000701058661517984	0.658375148413415	-3.38916478831569	-2.23134187050486	40.4888029066817
"LOC105370062"	0.0327508057488003	0.000706755987250168	0.989179492636411	3.38694482979479	3.35029636832392	208.14707916564
"TMPRSS13"	0.0329773547234528	0.000713323277558399	0.557087339593358	-3.3844064289056	-1.88540997358168	305.971435188476
"PANK1"	0.0337530738274114	0.000733538402092053	0.56908221341763	-3.37672690914485	-1.92163522356303	153.03868805324
"IRF9"	0.0339776379267921	0.000740734089248471	0.380055502837528	3.37404072207809	1.28232274322369	1694.66524893322
"PELATON"	0.0339776379267921	0.000741877375335596	1.29494780735115	3.37361616048167	4.36865684986013	133.422307351002
"FTL"	0.0344884507216115	0.000754785922755139	0.743635210515847	3.36886425225847	2.50520607742754	48106.8456085259
"IL23A"	0.0346381788361231	0.00075982568599191	0.391850461203229	3.36702946827609	1.31937205002885	36.2671787238854
"PIM1"	0.0348119406895278	0.000767180899764125	0.359104871014039	3.36437189609029	1.20816233578876	2067.53037862154
"OSM"	0.0350488655051829	0.00077418605604893	0.919998447499223	3.36186270894523	3.09290847293515	115.246423195878
"PLSCR1"	0.0351445878524171	0.000778089154916605	0.408843763787304	3.36047378118929	1.37390874880998	1431.91541238825
"FAM89A"	0.036456652482411	0.000812704284776875	0.512915548709779	3.34843129508742	1.71746247503676	1708.47922584627
"MX2"	0.036456652482411	0.000809096214489079	0.571285800539572	3.34966407129088	1.91361552050605	954.739462703696
"PTPRN"	0.0368609750740719	0.000823593651135871	1.32264817462331	3.34474125660285	4.42391591763303	72.83141806571
"RNASE1"	0.0370407543253428	0.000829495719826487	0.609698079894109	3.34276011815448	2.03807442558539	5886.55487782954
"CDSN"	0.0372311758003251	0.000837549862771971	0.822084302844941	3.34007759020131	2.74582535718865	145.159671238343
"MAP3K2-DT"	0.0372361437821327	0.000840512136549935	0.313231930000909	3.3390969852155	1.04591179313927	51.6336540035569
"HLA-L"	0.0372361437821327	0.000841451946216761	1.29180021519459	3.33878654868585	4.3130451820812	423.532829743333
"MIR147B"	0.0373035787386259	0.000844874416667779	0.991215758362156	3.33765875479356	3.30833995378679	64.159648035695
"CDCA7"	0.0375621725912853	0.000852642964969118	0.46518573649868	-3.33511445763285	-1.55144767528134	463.227455754217
"DLX6"	0.0383245942192531	0.000871900122964482	0.466219603130935	-3.32889901407098	-1.55199797720313	156.448500654094
"ACP6"	0.0386141827139848	0.000880453677517568	0.320796641782553	-3.32617899791343	-1.06702705249828	184.562598526306
"CD300E"	0.0390561700756604	0.000894507152587907	1.37020974137007	3.32176275724633	4.55151168849922	262.46976465171
"LOC105372842"	0.0390561700756604	0.000893540323651693	1.00192639500604	-3.32206451142586	-3.32846411991041	24.7658834973073
"KCNJ15"	0.0392383628137154	0.000900676996589254	1.30616371099983	3.31984419523347	4.33626001398738	174.717839827581
"WNT6"	0.0396618754773887	0.000913184046370587	0.589002490914293	3.31599211701807	1.95312761677581	141.902166069392
"RERG"	0.0396618754773887	0.000914435545157628	0.527178548025764	-3.31560935997981	-1.74791812821479	243.623694605834
"FBXO2"	0.0401939478642555	0.000932565364997183	0.83650604346569	3.31011833430332	2.76893399123131	21.5684176014841
"PTPRZ1"	0.0401939478642555	0.000931419332012982	1.39966562482791	-3.31046249511304	-4.63354055669176	11.9540517540657
"CD163"	0.0401939478642555	0.000932839995220914	0.757476544667116	3.31003591934813	2.50727457091186	6919.88177345604
"WNT5A"	0.0402472367249677	0.000944271875223563	0.633855855393766	3.30662506595772	2.0959236596491	6763.33770095555
"ZNF165"	0.0402472367249677	0.000943645279999796	0.471852320391541	-3.30681102546223	-1.56032645546069	135.471793552278
"PPIP5K1P1-CATSPER2"	0.0402472367249677	0.000944081741110685	0.364977318186005	-3.30668148144337	-1.20686373919253	182.037364034418
"VMP1"	0.0402472367249677	0.000938538231420688	0.401916601684481	3.30833096372718	1.32967313818877	4215.21870241521
"PELI2"	0.041220993353446	0.000971361966747022	0.437653269576501	-3.29869266370792	-1.44368362959979	109.672153557458
"ADGRG2"	0.041220993353446	0.000969270758484604	1.03466567155313	-3.29929765723035	-3.4136700261719	563.76092906832
"BCKDHB"	0.0413783278711413	0.000980239570916111	0.490802755083816	-3.29613769865244	-1.61775346363424	543.167823062548
"OASL"	0.0413783278711413	0.000978687905610458	0.666558218791122	3.29658271691727	2.19736430388598	214.067333434875
"DDX60"	0.0422693374225354	0.0010046712426875	0.330503652702943	3.28921534334855	1.08709768550326	1076.95154954185
"KCNK15"	0.0431866926682143	0.00102867325777302	1.15703179896623	3.28256483926588	3.79803190119909	43.2432186122088
"HLA-DQA2"	0.04320769803246	0.00103137267799388	1.29502257565674	3.2818258884598	4.25003861493016	326.043677185401
"ZNF204P"	0.0432089591940709	0.00104019939427909	0.498804013934092	-3.27942205770336	-1.63578888576643	150.623864580633
"AEBP1"	0.0432089591940709	0.00103900969538674	0.534131684653658	3.27974495216854	1.75181569653611	6916.55425547523
"LILRB2"	0.0432089591940709	0.00103500815812126	0.725406539261289	3.28083352001679	2.37993808964781	325.356075222985
"E2F5"	0.0433007278546664	0.00104714721609442	0.431409163769252	-3.27754315686495	-1.41396215252074	111.313979900907
"ANXA2"	0.0433007278546664	0.00104618057002736	0.351862524509529	3.27780387510963	1.15333634634319	23524.4611511498
"PODNL1"	0.0433007278546664	0.00105122389997332	0.741753918388415	3.27644606128896	2.43031670434937	1756.28390989423
"PLD3"	0.0433007278546664	0.00104906793929095	0.305275100156113	3.27702577058502	1.0003943703295	5462.88779489421
"TMEM144"	0.0434039670645338	0.00105593934531999	0.329502169594786	-3.27518196494435	-1.07917956326688	320.999928122946
"GJB3"	0.0440265416241157	0.0010778077423249	1.70890138683917	3.26938700880986	5.58705999346915	184.213370631166
"CCL5"	0.0440265416241157	0.001076463918419	0.4407575420977	3.26973996121024	1.44116254860165	328.592114780336
"ECE1"	0.0440687430854969	0.00108108378294022	0.480651298645233	3.26852826671549	1.57102235605545	8024.34502309007
"TIMP3"	0.0440751437094325	0.00108572727785858	0.703872329686495	3.26731519106903	2.29977275535783	332887.347615474
"MEI1"	0.0445801282132427	0.00110043577887941	0.588859507728453	3.26350413631486	1.92174543918014	135.620722086612
"HSD17B6"	0.0455940337790227	0.00112778401957477	0.764806766126937	3.25654160304535	2.49062505218295	264.705124248091
"HS3ST2"	0.0457145991440563	0.00113309292463128	1.22907405250374	3.25520813705933	4.00089185675866	25.4204919028928
"PVR"	0.0461547617298294	0.00114635198107475	0.641842077398707	3.25190284709545	2.08720807887851	4011.04698654084
"COL22A1"	0.0461707425175253	0.00114909879331585	0.791215555314458	3.25122252784255	2.57241783781782	27.7281937996173
"SLC26A10P"	0.046258733896288	0.00115374805030452	0.516371326561455	-3.25007443663338	-1.67824524826785	46.6067781563058
"C21orf58"	0.046258733896288	0.00115599747267291	0.502328401412273	-3.24952049657918	-1.63232643640304	154.34950389264
"SLC9A3R1-AS1"	0.0462773684354581	0.00115881846855891	0.553821352225822	-3.24882720788683	-1.79926987741992	50.0192735969323
"CARMIL1"	0.0466518725721515	0.00117057070328129	0.415374245099328	-3.2459556584264	-1.34828638124476	408.429337462619
"KIT"	0.0475178274123255	0.00119713581886712	0.675970158162716	-3.23956165473618	-2.18984700412989	112.128080958818
"NHSL1"	0.0475600762145211	0.00120062081649035	0.740542106010764	-3.23873259228381	-2.39841785469555	335.593805625077
"ITGB2"	0.0476211425969529	0.00120458610905362	0.6892986823531	3.23779196973498	2.23180573847177	2333.81072572681
"NAA20"	0.0482261487195552	0.00122234436392195	0.36981110514497	3.23361424424977	1.19582645727853	1712.36257368345
"MARVELD3"	0.0483273106922436	0.00122736807997911	0.625246767804465	-3.23244256055629	-2.02107426310141	86.0131952257125
"VMO1"	0.0483315248669211	0.00122993497727303	0.871901825419268	3.23184559061294	2.81785206992864	40.3482390059202
"APOC1"	0.0484327112239949	0.00123743999564564	0.8590137725492	3.2301067643443	2.77470619737608	1203.66113985403
"LOC105374383"	0.0486655394028544	0.00124586554965573	1.09354645577551	3.22816622668283	3.53014973584322	9.44271973350603
"TCIM"	0.0487310965750252	0.00125002405709552	0.6787174105032	3.22721291947778	2.19036559585043	1270.81103971232
"FHDC1"	0.0499286003597496	0.00128328293880668	0.772870815347908	-3.21969222090065	-2.4884061519368	1366.93611422079
